Time,GND_truth_X1,GND_truth_Y1,GND_truth_X2,GND_truth_Y2,est_X1,est_Y1,est_X2,est_Y2,
1.63019e+09,245.5,134.734,114.717,135.294,251.893,140.092,108.259,142.484,
1.63019e+09,245.219,134.156,115.279,134.125,251.893,140.092,108.259,142.484,
1.63019e+09,244.941,133.579,115.556,133.545,251.893,140.092,108.259,142.484,
1.63019e+09,244.941,133.579,115.556,133.545,251.893,140.092,108.259,142.484,
1.63019e+09,244.665,133.004,115.831,132.969,251.893,140.092,108.259,142.484,
1.63019e+09,244.119,131.862,116.374,131.823,251.893,140.092,108.259,142.484,
1.63019e+09,244.119,131.862,116.374,131.823,251.893,140.092,108.259,142.484,
1.63019e+09,243.849,131.29,116.641,131.249,251.893,140.092,108.259,142.484,
1.63019e+09,243.318,130.144,116.907,130.671,251.893,140.092,108.259,142.484,
1.63019e+09,243.318,130.144,117.17,130.099,249.355,138.151,109.874,140.95,
1.63019e+09,242.797,129.02,117.686,128.972,249.355,138.151,109.874,140.95,
1.63019e+09,242.54,128.452,117.941,128.401,249.355,138.151,109.874,140.95,
1.63019e+09,242.54,128.452,117.941,128.401,249.355,138.151,109.874,140.95,
1.63019e+09,242.033,127.275,118.444,127.222,249.355,138.151,109.874,140.95,
1.63019e+09,242.033,127.275,118.444,127.222,249.355,138.151,109.874,140.95,
1.63019e+09,241.537,126.074,118.691,126.623,246.903,135.921,111.44,139.01,
1.63019e+09,241.293,125.471,119.177,125.413,246.903,135.921,111.44,139.01,
1.63019e+09,241.293,125.471,119.177,125.413,246.903,135.921,111.44,139.01,
1.63019e+09,240.815,124.268,119.651,124.207,246.903,135.921,111.44,139.01,
1.63019e+09,240.815,124.268,119.651,124.207,246.903,135.921,111.44,139.01,
1.63019e+09,240.58,123.667,119.883,123.604,246.903,135.921,111.44,139.01,
1.63019e+09,240.12,122.453,120.338,122.388,246.903,135.921,111.44,139.01,
1.63019e+09,239.895,121.842,120.338,122.388,246.903,135.921,111.44,139.01,
1.63019e+09,239.673,121.224,120.781,121.156,244.494,133.331,112.972,136.628,
1.63019e+09,239.454,120.603,120.997,120.534,244.494,133.331,112.972,136.628,
1.63019e+09,239.454,120.603,120.997,120.534,244.494,133.331,112.972,136.628,
1.63019e+09,239.239,119.981,121.21,119.911,244.494,133.331,112.972,136.628,
1.63019e+09,239.027,119.355,121.419,119.282,244.494,133.331,112.972,136.628,
1.63019e+09,238.819,118.734,121.625,118.66,244.494,133.331,112.972,136.628,
1.63019e+09,238.613,118.119,121.827,118.044,244.494,133.331,112.972,136.628,
1.63019e+09,238.213,116.909,122.222,116.832,244.494,133.331,112.972,136.628,
1.63019e+09,238.213,116.909,122.414,116.231,244.494,133.331,112.972,136.628,
1.63019e+09,238.017,116.309,122.414,116.231,244.494,133.331,112.972,136.628,
1.63019e+09,237.637,115.116,122.788,115.036,242.048,130.243,114.487,133.699,
1.63019e+09,237.637,115.116,122.788,115.036,242.048,130.243,114.487,133.699,
1.63019e+09,237.269,113.949,123.148,113.866,242.048,130.243,114.487,133.699,
1.63019e+09,237.269,113.949,123.148,113.866,242.048,130.243,114.487,133.699,
1.63019e+09,236.912,112.849,123.323,113.309,242.048,130.243,114.487,133.699,
1.63019e+09,236.738,112.311,123.665,112.225,242.048,130.243,114.487,133.699,
1.63019e+09,236.738,112.311,123.665,112.225,242.048,130.243,114.487,133.699,
1.63019e+09,236.399,111.257,123.831,111.692,242.048,130.243,114.487,133.699,
1.63019e+09,236.399,111.257,123.993,111.168,239.774,126.942,115.942,130.476,
1.63019e+09,236.233,110.753,124.153,110.664,239.774,126.942,115.942,130.476,
1.63019e+09,235.909,109.803,124.311,110.179,239.774,126.942,115.942,130.476,
1.63019e+09,235.75,109.346,124.465,109.711,239.774,126.942,115.942,130.476,
1.63019e+09,235.595,108.894,124.766,108.8,239.774,126.942,115.942,130.476,
1.63019e+09,235.442,108.44,124.766,108.8,239.774,126.942,115.942,130.476,
1.63019e+09,235.442,108.44,124.912,108.346,239.774,126.942,115.942,130.476,
1.63019e+09,235.145,107.565,125.196,107.469,239.774,126.942,115.942,130.476,
1.63019e+09,234.999,107.156,125.196,107.469,239.774,126.942,115.942,130.476,
1.63019e+09,234.999,107.156,125.335,107.059,237.702,123.555,117.349,127.101,
1.63019e+09,234.714,106.376,125.605,106.277,237.702,123.555,117.349,127.101,
1.63019e+09,234.576,105.993,125.605,106.277,237.702,123.555,117.349,127.101,
1.63019e+09,234.576,105.993,125.736,105.894,237.702,123.555,117.349,127.101,
1.63019e+09,234.307,105.226,125.989,105.124,237.702,123.555,117.349,127.101,
1.63019e+09,234.176,104.852,125.989,105.124,237.702,123.555,117.349,127.101,
1.63019e+09,234.176,104.852,126.112,104.749,237.702,123.555,117.349,127.101,
1.63019e+09,233.921,104.147,126.352,104.043,237.702,123.555,117.349,127.101,
1.63019e+09,233.797,103.812,126.468,103.707,237.702,123.555,117.349,127.101,
1.63019e+09,233.797,103.812,126.468,103.707,235.863,120.213,118.707,123.713,
1.63019e+09,233.674,103.486,126.583,103.38,235.863,120.213,118.707,123.713,
1.63019e+09,233.435,102.868,126.695,103.063,235.863,120.213,118.707,123.713,
1.63019e+09,233.319,102.58,126.805,102.76,235.863,120.213,118.707,123.713,
1.63019e+09,233.319,102.58,126.914,102.471,235.863,120.213,118.707,123.713,
1.63019e+09,233.09,102.054,127.021,102.199,235.863,120.213,118.707,123.713,
1.63019e+09,232.978,101.815,127.23,101.704,235.863,120.213,118.707,123.713,
1.63019e+09,232.867,101.587,127.331,101.476,235.863,120.213,118.707,123.713,
1.63019e+09,232.759,101.368,127.431,101.256,234.305,117.078,120.006,120.474,
1.63019e+09,232.652,101.156,127.431,101.256,234.305,117.078,120.006,120.474,
1.63019e+09,232.548,100.953,127.625,100.84,234.305,117.078,120.006,120.474,
1.63019e+09,232.445,100.764,127.719,100.65,234.305,117.078,120.006,120.474,
1.63019e+09,232.343,100.59,127.719,100.65,234.305,117.078,120.006,120.474,
1.63019e+09,232.243,100.429,127.812,100.475,234.305,117.078,120.006,120.474,
1.63019e+09,232.144,100.284,127.994,100.168,234.305,117.078,120.006,120.474,
1.63019e+09,232.144,100.284,127.994,100.168,234.305,117.078,120.006,120.474,
1.63019e+09,231.951,100.029,128.083,100.034,234.305,117.078,120.006,120.474,
1.63019e+09,231.951,100.029,128.17,99.9127,232.996,114.224,121.252,117.494,
1.63019e+09,231.763,99.8346,128.341,99.7183,232.996,114.224,121.252,117.494,
1.63019e+09,231.671,99.7628,128.425,99.6464,232.996,114.224,121.252,117.494,
1.63019e+09,231.671,99.7628,128.425,99.6464,232.996,114.224,121.252,117.494,
1.63019e+09,231.491,99.6569,128.589,99.5405,232.996,114.224,121.252,117.494,
1.63019e+09,231.403,99.622,128.669,99.5055,232.996,114.224,121.252,117.494,
1.63019e+09,231.316,99.6025,128.748,99.4861,232.996,114.224,121.252,117.494,
